C:\D_file\software\Anaconda\python.exe C:/D_file/documents/Projects/PythonProjects/myProjects/AutoSearch_of_Diff_Linear_trail/submitted_version/support_experiment/speck32/analyze_DLAs_with_high_cor.py
the number of strong unbalanced bits is  10
cur mask is  [16, 22, 23, 31]
cur mask is  [16, 23, 24, 31]
cur mask is  [16, 23, 30, 31]
cur mask is  [16, 24, 30, 31]
cur mask is  [17, 22, 23, 24]
cur mask is  [17, 22, 23, 31]
cur mask is  [17, 23, 24, 31]
cur mask is  [17, 23, 30, 31]
cur mask is  [17, 24, 30, 31]
cur mask is  [22, 23, 30, 31]
cur mask is  [23, 24, 30, 31]
the total number of DLAs with high cor in G is  785
the number of DLAs with label 0 is  27
the number of DLAs with label 1 is  311
the number of DLAs with label 2 is  447
the probability that the cor of an DLA picked from Space X_1 is high is  0.01893939393939394
the probability that the cor of an DLA picked from Space X_2 is high is  0.8077922077922078

Process finished with exit code 0
